time;profiled_time;max_nb_threads;nb_execution_ports;ENERGY_PKG;ENERGY_DRAM;DRAM_READS;DRAM_WRITES;filtered_threads_count;filtered_threads_CPU_time;
13.87010383606;6.2749981880188;16;17;0;0;0;0;0;0;
