ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 8;BSM;BSM.cxx:95-95,BSM.cxx:101-105,random.h:194-194,random.h:2034-2034,random.h:2073-2073,basic_string.h:639-639,random.tcc:1817-1820,random.tcc:1827-1827,random.tcc:1831-1836,random.tcc:1839-1839;main._omp_fn.0;InBetween;8.3249950408936;8.206371307373;48.230033874512;2.16;1.51;1.29;2.57 - 1.24;1;4.44;49.31;9.00;4.17;5.96;7.00;3.50 - 7.24
Loop 6;BSM;random.h:194-194,random.tcc:1827-1831;main._omp_fn.0;Innermost;1.2449997663498;1.1240272521973;6.606071472168;1.00;1.00;2.00;1.00;1;0.00;50.00;2.00;2.00;2.00;1.00;2.00
Loop 12;BSM;random.tcc:458-466,random.tcc:3362-3365;double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&);Innermost;0.95499992370605;0.84893578290939;4.9893183708191;1.00;1.23;2.38;1.00;1;0.00;46.67;3.00;3.00;2.45;1.26;3.00
Loop 11;BSM;random.tcc:412-417;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand();Single;0.85000014305115;0.76028800010681;4.4683227539063;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
Loop 10;BSM;random.tcc:404-409;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand();Single;0.41499987244606;0.35869184136391;2.1080839633942;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
Loop 13;BSM;random.tcc:459-459,random.tcc:462-462;double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&);Outermost;0.0099999997764826;0.0012618885375559;0.0074163023382425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
