ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 11;BSM;;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand();Single;11.809996604919;11.69393825531;58.763652801514;1.00;1.00;1.00;2.25;1;100.00;100.00;2.25;2.25;2.25;2.25;1.00
Loop 10;BSM;;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand();Single;7.8300013542175;7.657443523407;38.479709625244;1.00;1.00;1.00;2.25;1;100.00;100.00;2.25;2.25;2.25;2.25;1.00
Loop 5;BSM;;gaussian_box_muller();Single;0.084999985992908;0.031601838767529;0.15880359709263;1.00;1.00;4.00;1.08;1;0.00;25.00;2.17;2.17;2.17;0.54;2.00
Loop 12;BSM;;double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&);Innermost;0.0099999997764826;0.0022121288347989;0.011116252280772;2.54;2.08;6.25;2.73;2;0.00;21.67;5.92;2.33;2.85;0.95;2.17
Loop 8;BSM;;black_scholes_monte_carlo(unsigned long, unsigned long, double, double, double, double, unsigned long) [clone ._omp_fn.0];Single;0.0049999998882413;0.0012640735367313;0.0063521438278258;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loop 4;BSM;;gaussian_box_muller();Single;0.0049999998882413;0.00063203676836565;0.0031760719139129;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
