node;pid;tid;core_id;sample_count;
ip-10-0-9-170;11760;11791;16;389;
ip-10-0-9-170;11760;11785;1;1240;
ip-10-0-9-170;11760;11785;2;576;
ip-10-0-9-170;11760;11785;3;17;
ip-10-0-9-170;11760;11785;4;217;
ip-10-0-9-170;11760;11785;5;132;
ip-10-0-9-170;11760;11785;6;40;
ip-10-0-9-170;11760;11785;7;1819;
ip-10-0-9-170;11760;11785;8;1597;
ip-10-0-9-170;11760;11785;9;222;
ip-10-0-9-170;11760;11785;10;3222;
ip-10-0-9-170;11760;11785;11;39;
ip-10-0-9-170;11760;11785;12;893;
ip-10-0-9-170;11760;11785;13;698;
ip-10-0-9-170;11760;11785;14;30;
ip-10-0-9-170;11760;11785;15;658;
ip-10-0-9-170;11760;11785;16;1142;
ip-10-0-9-170;11760;11790;1;14;
ip-10-0-9-170;11760;11790;2;832;
ip-10-0-9-170;11760;11790;3;530;
ip-10-0-9-170;11760;11790;4;1963;
ip-10-0-9-170;11760;11790;5;1507;
ip-10-0-9-170;11760;11790;6;25;
ip-10-0-9-170;11760;11790;7;487;
ip-10-0-9-170;11760;11790;8;1721;
ip-10-0-9-170;11760;11790;9;579;
ip-10-0-9-170;11760;11790;10;288;
ip-10-0-9-170;11760;11790;11;961;
ip-10-0-9-170;11760;11790;12;177;
ip-10-0-9-170;11760;11790;13;396;
ip-10-0-9-170;11760;11790;14;894;
ip-10-0-9-170;11760;11790;15;1707;
ip-10-0-9-170;11760;11790;16;297;
ip-10-0-9-170;11760;11789;1;36;
ip-10-0-9-170;11760;11789;2;30;
ip-10-0-9-170;11760;11789;3;289;
ip-10-0-9-170;11760;11789;4;104;
ip-10-0-9-170;11760;11789;5;695;
ip-10-0-9-170;11760;11789;6;21;
ip-10-0-9-170;11760;11789;7;140;
ip-10-0-9-170;11760;11789;8;616;
ip-10-0-9-170;11760;11789;9;3430;
ip-10-0-9-170;11760;11789;10;2065;
ip-10-0-9-170;11760;11789;11;2048;
ip-10-0-9-170;11760;11789;12;508;
ip-10-0-9-170;11760;11789;13;812;
ip-10-0-9-170;11760;11789;14;956;
ip-10-0-9-170;11760;11789;15;592;
ip-10-0-9-170;11760;11789;16;39;
ip-10-0-9-170;11760;11788;1;1088;
ip-10-0-9-170;11760;11788;2;3646;
ip-10-0-9-170;11760;11788;3;300;
ip-10-0-9-170;11760;11788;4;121;
ip-10-0-9-170;11760;11788;5;101;
ip-10-0-9-170;11760;11788;6;554;
ip-10-0-9-170;11760;11788;7;944;
ip-10-0-9-170;11760;11788;8;379;
ip-10-0-9-170;11760;11788;9;16;
ip-10-0-9-170;11760;11788;10;1727;
ip-10-0-9-170;11760;11788;11;20;
ip-10-0-9-170;11760;11788;12;824;
ip-10-0-9-170;11760;11788;13;550;
ip-10-0-9-170;11760;11788;14;22;
ip-10-0-9-170;11760;11788;15;746;
ip-10-0-9-170;11760;11788;16;1322;
ip-10-0-9-170;11760;11787;1;196;
ip-10-0-9-170;11760;11787;2;22;
ip-10-0-9-170;11760;11787;3;832;
ip-10-0-9-170;11760;11787;4;24;
ip-10-0-9-170;11760;11787;5;11;
ip-10-0-9-170;11760;11787;6;409;
ip-10-0-9-170;11760;11787;7;3459;
ip-10-0-9-170;11760;11787;8;2297;
ip-10-0-9-170;11760;11787;9;16;
ip-10-0-9-170;11760;11787;10;1348;
ip-10-0-9-170;11760;11787;11;19;
ip-10-0-9-170;11760;11787;12;577;
ip-10-0-9-170;11760;11787;13;2290;
ip-10-0-9-170;11760;11787;14;137;
ip-10-0-9-170;11760;11787;15;690;
ip-10-0-9-170;11760;11787;16;16;
ip-10-0-9-170;11760;11786;2;409;
ip-10-0-9-170;11760;11786;3;503;
ip-10-0-9-170;11760;11786;4;1378;
ip-10-0-9-170;11760;11786;5;8;
ip-10-0-9-170;11760;11786;6;1418;
ip-10-0-9-170;11760;11786;7;335;
ip-10-0-9-170;11760;11786;8;127;
ip-10-0-9-170;11760;11786;9;392;
ip-10-0-9-170;11760;11786;10;1312;
ip-10-0-9-170;11760;11786;11;375;
ip-10-0-9-170;11760;11786;12;1911;
ip-10-0-9-170;11760;11786;13;167;
ip-10-0-9-170;11760;11786;14;1142;
ip-10-0-9-170;11760;11786;15;2880;
ip-10-0-9-170;11760;11786;16;7;
ip-10-0-9-170;11760;11781;1;165;
ip-10-0-9-170;11760;11781;2;1964;
ip-10-0-9-170;11760;11781;3;613;
ip-10-0-9-170;11760;11781;4;161;
ip-10-0-9-170;11760;11781;5;20;
ip-10-0-9-170;11760;11781;6;1643;
ip-10-0-9-170;11760;11781;7;908;
ip-10-0-9-170;11760;11781;8;1046;
ip-10-0-9-170;11760;11781;9;27;
ip-10-0-9-170;11760;11781;10;849;
ip-10-0-9-170;11760;11781;11;1062;
ip-10-0-9-170;11760;11781;12;293;
ip-10-0-9-170;11760;11781;13;1931;
ip-10-0-9-170;11760;11781;14;561;
ip-10-0-9-170;11760;11781;15;114;
ip-10-0-9-170;11760;11781;16;1168;
ip-10-0-9-170;11760;11780;1;1362;
ip-10-0-9-170;11760;11780;2;248;
ip-10-0-9-170;11760;11780;3;1529;
ip-10-0-9-170;11760;11780;4;6;
ip-10-0-9-170;11760;11780;5;1457;
ip-10-0-9-170;11760;11780;6;2428;
ip-10-0-9-170;11760;11780;7;381;
ip-10-0-9-170;11760;11780;8;325;
ip-10-0-9-170;11760;11780;9;1393;
ip-10-0-9-170;11760;11780;10;41;
ip-10-0-9-170;11760;11780;11;28;
ip-10-0-9-170;11760;11780;12;731;
ip-10-0-9-170;11760;11780;13;130;
ip-10-0-9-170;11760;11780;14;1290;
ip-10-0-9-170;11760;11780;15;889;
ip-10-0-9-170;11760;11780;16;330;
ip-10-0-9-170;11760;11784;1;153;
ip-10-0-9-170;11760;11784;2;249;
ip-10-0-9-170;11760;11784;3;2075;
ip-10-0-9-170;11760;11784;4;1951;
ip-10-0-9-170;11760;11784;5;1266;
ip-10-0-9-170;11760;11784;6;1473;
ip-10-0-9-170;11760;11784;7;440;
ip-10-0-9-170;11760;11784;8;346;
ip-10-0-9-170;11760;11784;9;725;
ip-10-0-9-170;11760;11784;10;28;
ip-10-0-9-170;11760;11784;11;273;
ip-10-0-9-170;11760;11784;12;1071;
ip-10-0-9-170;11760;11784;13;131;
ip-10-0-9-170;11760;11784;14;170;
ip-10-0-9-170;11760;11784;15;107;
ip-10-0-9-170;11760;11784;16;2063;
ip-10-0-9-170;11760;11782;1;449;
ip-10-0-9-170;11760;11782;2;1184;
ip-10-0-9-170;11760;11782;3;275;
ip-10-0-9-170;11760;11782;4;136;
ip-10-0-9-170;11760;11782;5;490;
ip-10-0-9-170;11760;11782;6;35;
ip-10-0-9-170;11760;11782;7;1949;
ip-10-0-9-170;11760;11782;8;2130;
ip-10-0-9-170;11760;11782;9;480;
ip-10-0-9-170;11760;11782;10;734;
ip-10-0-9-170;11760;11782;11;132;
ip-10-0-9-170;11760;11782;12;2587;
ip-10-0-9-170;11760;11782;13;55;
ip-10-0-9-170;11760;11782;14;365;
ip-10-0-9-170;11760;11782;15;625;
ip-10-0-9-170;11760;11782;16;938;
ip-10-0-9-170;11760;11779;1;14;
ip-10-0-9-170;11760;11779;2;689;
ip-10-0-9-170;11760;11779;3;1109;
ip-10-0-9-170;11760;11779;4;564;
ip-10-0-9-170;11760;11779;5;852;
ip-10-0-9-170;11760;11779;6;28;
ip-10-0-9-170;11760;11779;7;36;
ip-10-0-9-170;11760;11779;8;523;
ip-10-0-9-170;11760;11779;9;15;
ip-10-0-9-170;11760;11779;10;34;
ip-10-0-9-170;11760;11779;11;8;
ip-10-0-9-170;11760;11779;12;1255;
ip-10-0-9-170;11760;11779;13;2541;
ip-10-0-9-170;11760;11779;14;4087;
ip-10-0-9-170;11760;11779;15;136;
ip-10-0-9-170;11760;11779;16;653;
ip-10-0-9-170;11760;11783;1;919;
ip-10-0-9-170;11760;11783;2;341;
ip-10-0-9-170;11760;11783;3;549;
ip-10-0-9-170;11760;11783;4;573;
ip-10-0-9-170;11760;11783;5;1577;
ip-10-0-9-170;11760;11783;6;1046;
ip-10-0-9-170;11760;11783;7;785;
ip-10-0-9-170;11760;11783;8;101;
ip-10-0-9-170;11760;11783;9;346;
ip-10-0-9-170;11760;11783;10;285;
ip-10-0-9-170;11760;11783;11;630;
ip-10-0-9-170;11760;11783;12;295;
ip-10-0-9-170;11760;11783;13;1636;
ip-10-0-9-170;11760;11783;14;2516;
ip-10-0-9-170;11760;11783;15;721;
ip-10-0-9-170;11760;11783;16;258;
