node;pid;tid;core_id;sample_count;
ip-10-0-9-170;11760;11793;1;617;
ip-10-0-9-170;11760;11793;2;956;
ip-10-0-9-170;11760;11793;3;1199;
ip-10-0-9-170;11760;11793;4;908;
ip-10-0-9-170;11760;11793;5;789;
ip-10-0-9-170;11760;11793;6;820;
ip-10-0-9-170;11760;11793;7;1352;
ip-10-0-9-170;11760;11793;8;1622;
ip-10-0-9-170;11760;11793;9;98;
ip-10-0-9-170;11760;11793;10;1996;
ip-10-0-9-170;11760;11793;11;627;
ip-10-0-9-170;11760;11793;12;343;
ip-10-0-9-170;11760;11793;13;236;
ip-10-0-9-170;11760;11793;14;518;
ip-10-0-9-170;11760;11793;15;24;
ip-10-0-9-170;11760;11793;16;253;
ip-10-0-9-170;11760;11760;1;2748;
ip-10-0-9-170;11760;11760;2;861;
ip-10-0-9-170;11760;11760;3;64;
ip-10-0-9-170;11760;11760;4;283;
ip-10-0-9-170;11760;11760;5;2087;
ip-10-0-9-170;11760;11760;6;2070;
ip-10-0-9-170;11760;11760;7;869;
ip-10-0-9-170;11760;11760;8;873;
ip-10-0-9-170;11760;11760;9;101;
ip-10-0-9-170;11760;11760;10;19;
ip-10-0-9-170;11760;11760;11;602;
ip-10-0-9-170;11760;11760;12;530;
ip-10-0-9-170;11760;11760;13;155;
ip-10-0-9-170;11760;11760;14;585;
ip-10-0-9-170;11760;11760;15;130;
ip-10-0-9-170;11760;11760;16;578;
ip-10-0-9-170;11760;11792;1;2169;
ip-10-0-9-170;11760;11792;2;516;
ip-10-0-9-170;11760;11792;3;2458;
ip-10-0-9-170;11760;11792;4;1326;
ip-10-0-9-170;11760;11792;5;614;
ip-10-0-9-170;11760;11792;6;1072;
ip-10-0-9-170;11760;11792;7;9;
ip-10-0-9-170;11760;11792;9;989;
ip-10-0-9-170;11760;11792;10;283;
ip-10-0-9-170;11760;11792;11;245;
ip-10-0-9-170;11760;11792;12;503;
ip-10-0-9-170;11760;11792;13;496;
ip-10-0-9-170;11760;11792;14;421;
ip-10-0-9-170;11760;11792;15;169;
ip-10-0-9-170;11760;11792;16;1078;
ip-10-0-9-170;11760;11791;1;720;
ip-10-0-9-170;11760;11791;2;319;
ip-10-0-9-170;11760;11791;3;239;
ip-10-0-9-170;11760;11791;4;1373;
ip-10-0-9-170;11760;11791;5;1769;
ip-10-0-9-170;11760;11791;6;662;
ip-10-0-9-170;11760;11791;7;238;
ip-10-0-9-170;11760;11791;8;1063;
ip-10-0-9-170;11760;11791;9;2468;
ip-10-0-9-170;11760;11791;10;1442;
ip-10-0-9-170;11760;11791;11;270;
ip-10-0-9-170;11760;11791;12;12;
ip-10-0-9-170;11760;11791;13;1206;
ip-10-0-9-170;11760;11791;14;111;
ip-10-0-9-170;11760;11791;15;58;
