node;pid;tid;core_id;sample_count;
jf;186301;186326;1;154;
jf;186301;186326;3;235;
jf;186301;186326;5;42;
jf;186301;186326;6;27;
jf;186301;186326;7;668;
jf;186301;186326;8;1064;
jf;186301;186326;9;448;
jf;186301;186326;11;404;
jf;186301;186326;12;250;
jf;186301;186326;13;30;
jf;186301;186326;14;480;
jf;186301;186326;15;119;
jf;186301;186326;16;1;
jf;186301;186328;1;168;
jf;186301;186328;2;161;
jf;186301;186328;3;768;
jf;186301;186328;4;1267;
jf;186301;186328;5;75;
jf;186301;186328;7;11;
jf;186301;186328;8;26;
jf;186301;186328;9;386;
jf;186301;186328;10;524;
jf;186301;186328;12;1;
jf;186301;186328;13;148;
jf;186301;186328;14;92;
jf;186301;186328;15;257;
jf;186301;186328;16;82;
jf;186301;186330;1;130;
jf;186301;186330;3;300;
jf;186301;186330;5;119;
jf;186301;186330;7;648;
jf;186301;186330;8;434;
jf;186301;186330;9;244;
jf;186301;186330;10;102;
jf;186301;186330;11;447;
jf;186301;186330;12;394;
jf;186301;186330;13;260;
jf;186301;186330;14;628;
jf;186301;186330;15;229;
jf;186301;186330;16;1;
jf;186301;186301;1;541;
jf;186301;186301;2;385;
jf;186301;186301;3;307;
jf;186301;186301;4;252;
jf;186301;186301;5;110;
jf;186301;186301;6;15;
jf;186301;186301;7;277;
jf;186301;186301;8;40;
jf;186301;186301;9;349;
jf;186301;186301;10;220;
jf;186301;186301;11;307;
jf;186301;186301;12;7;
jf;186301;186301;13;94;
jf;186301;186301;14;579;
jf;186301;186301;15;260;
jf;186301;186301;16;127;
jf;186301;186332;1;299;
jf;186301;186332;3;199;
jf;186301;186332;4;156;
jf;186301;186332;5;79;
jf;186301;186332;6;104;
jf;186301;186332;9;345;
jf;186301;186332;10;471;
jf;186301;186332;11;278;
jf;186301;186332;12;539;
jf;186301;186332;13;433;
jf;186301;186332;14;359;
jf;186301;186332;15;312;
jf;186301;186332;16;339;
jf;186301;186331;1;143;
jf;186301;186331;2;29;
jf;186301;186331;3;8;
jf;186301;186331;4;22;
jf;186301;186331;5;761;
jf;186301;186331;6;97;
jf;186301;186331;7;641;
jf;186301;186331;8;1;
jf;186301;186331;9;118;
jf;186301;186331;10;90;
jf;186301;186331;11;531;
jf;186301;186331;12;187;
jf;186301;186331;13;149;
jf;186301;186331;14;470;
jf;186301;186331;15;241;
jf;186301;186331;16;463;
jf;186301;186329;1;27;
jf;186301;186329;2;137;
jf;186301;186329;3;87;
jf;186301;186329;5;348;
jf;186301;186329;6;290;
jf;186301;186329;7;379;
jf;186301;186329;8;405;
jf;186301;186329;9;404;
jf;186301;186329;11;430;
jf;186301;186329;12;492;
jf;186301;186329;13;46;
jf;186301;186329;14;14;
jf;186301;186329;15;487;
jf;186301;186329;16;396;
jf;186301;186327;1;376;
jf;186301;186327;2;87;
jf;186301;186327;3;47;
jf;186301;186327;4;2;
jf;186301;186327;5;177;
jf;186301;186327;6;661;
jf;186301;186327;7;473;
jf;186301;186327;9;33;
jf;186301;186327;11;81;
jf;186301;186327;13;185;
jf;186301;186327;14;467;
jf;186301;186327;15;448;
jf;186301;186327;16;880;
jf;186301;186325;1;32;
jf;186301;186325;3;466;
jf;186301;186325;4;161;
jf;186301;186325;5;480;
jf;186301;186325;6;365;
jf;186301;186325;7;139;
jf;186301;186325;9;80;
jf;186301;186325;10;509;
