ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 13;BSM;;double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&);Innermost;0.49499994516373;0.42755702137947;18.31081199646;2.54;2.08;6.25;2.73;2;0.00;21.67;5.92;2.33;2.85;0.95;2.17
Loop 7;BSM;;main._omp_fn.0;InBetween;0.43500003218651;0.34046792984009;14.581082344055;3.63;1.90;10.19;4.14;1;0.00;20.52;14.50;4.00;7.63;1.42;3.50
Loop 6;BSM;;main._omp_fn.0;InBetween;0.43000000715256;0.32153552770615;13.770272254944;1.00;2.00;4.00;1.00;1;10.71;24.44;13.50;13.50;6.75;3.38;13.50
Loop 4;BSM;;main._omp_fn.0;Innermost;0.28000003099442;0.22876667976379;9.7972984313965;1.67;1.85;4.00;2.50;1;7.69;26.92;5.00;3.00;2.71;1.25;2.00
Loop 12;BSM;;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand();Single;0.069999992847443;0.035656049847603;1.5270272493362;1.00;1.00;1.00;2.25;1;100.00;100.00;2.25;2.25;2.25;2.25;1.00
Loop 11;BSM;;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand();Single;0.019999999552965;0.013252690434456;0.56756764650345;1.00;1.00;1.00;2.25;1;100.00;100.00;2.25;2.25;2.25;2.25;1.00
