block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
127;BSM;BSM_32.cxx:106-106,BSM_32.cxx:124-127;27.309551239014;1.684999704361;;;;;;;;
119;BSM;cmath:443-443;14.343592643738;0.88499987125397;;;;;;;;
112;BSM;random.tcc:3367-3371;5.3484587669373;0.3299999833107;;;;;;;;
175;BSM;random.tcc:462-469;3.808750629425;0.23499996960163;;;;;;;;
126;BSM;random.tcc:1842-1842,BSM_32.cxx:112-116;3.4846019744873;0.21499998867512;;;;;;;;
171;BSM;random.tcc:412-417;2.8363039493561;0.17499999701977;;;;;;;;
103;BSM;random.tcc:3370-3370,BSM_32.cxx:108-113;2.5121545791626;0.15499997138977;;;;;;;;
115;BSM;random.tcc:1832-1834,random.tcc:3371-3371;2.3500802516937;0.14499998092651;;;;;;;;
105;BSM;BSM_32.cxx:113-113;2.1069686412811;0.12999999523163;;;;;;;;
116;BSM;random.tcc:1834-1834;1.86385679245;0.11499999463558;;;;;;;;
173;BSM;random.tcc:453-458;1.4586706161499;0.089999996125698;;;;;;;;
104;BSM;BSM_32.cxx:106-106,BSM_32.cxx:112-112,BSM_32.cxx:122-124;1.4586704969406;0.089999988675117;;;;;;;;
109;BSM;random.tcc:3367-3367;1.2155586481094;0.074999988079071;;;;;;;;
106;BSM;random.h:2238-2238,random.tcc:1820-1820;1.2155586481094;0.074999988079071;;;;;;;;
169;BSM;random.tcc:404-409;1.0534843206406;0.064999997615814;;;;;;;;
118;BSM;random.tcc:1836-1836,cmath:443-443;0.72933524847031;0.044999994337559;;;;;;;;
110;BSM;random.tcc:3367-3371;0.5672607421875;0.034999996423721;;;;;;;;
108;BSM;random.tcc:3367-3371;0.40518623590469;0.024999996647239;;;;;;;;
113;BSM;random.tcc:1832-1832,random.tcc:3367-3371;0.40518623590469;0.024999996647239;;;;;;;;
117;BSM;cmath:327-327;0.32414901256561;0.019999999552965;;;;;;;;
122;BSM;random.tcc:1837-1839;0.24311174452305;0.014999998733401;;;;;;;;
168;BSM;random.tcc:406-409;0.081037253141403;0.0049999998882413;;;;;;;;
170;BSM;random.tcc:404-417;0.081037253141403;0.0049999998882413;;;;;;;;
107;BSM;random.tcc:1822-1823;0.081037253141403;0.0049999998882413;;;;;;;;
