Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;195122;0.62999975681305;24.937032614091;0.63769900798798;0;1737731369;0;0;557423;0;0;75.062996464228;1984.9995853968;0;0;1737731368;0;0;
ip-10-0-9-170;_ALL;_ALL;0;195122;0.62999975681305;24.937032614091;0.63769900798798;0;1737731369;0;0;557423;0;0;75.062996464228;1984.9995853968;0;0;1737731368;0;0;
ip-10-0-9-170;3582;_ALL;0;195122;0.62999975681305;24.937032614091;0.63769900798798;0;1737731369;0;0;557423;0;0;75.062996464228;1984.9995853968;0;0;1737731368;0;0;
ip-10-0-9-170;3582;3599;0.62035697698593;193767;0.62499982118607;26.400004142113;0.63011699914932;0;1737731369;0;0;563650;0;0;73.600022898103;124.99997659982;0.62035697698593;0;1737731368;0;0;
ip-10-0-9-170;3582;3604;0.62021100521088;193767;0.62499976158142;25.600006773815;0.6299449801445;0;1737731369;0;0;563822;0;0;74.40002970648;124.99996379972;0.62021100521088;0;1737731368;0;0;
ip-10-0-9-170;3582;3608;0.61009901762009;193767;0.61499977111816;28.455292437105;0.62981599569321;0;1737731369;0;0;563951;0;0;71.544749026646;122.9999609997;0.61009901762009;0;1737731368;0;0;
ip-10-0-9-170;3582;3605;0.62002897262573;193769;0.62499994039536;26.40000255874;0.62991398572922;0;1737731369;0;0;563855;0;0;73.600014881397;124.99998939992;0.62002897262573;0;1737731368;0;0;
ip-10-0-9-170;3582;3600;0.62059700489044;193766;0.62499976158142;25.600006773815;0.63007599115372;0;1737731369;0;0;563690;0;0;74.400029546479;124.99996379972;0.62059700489044;0;1737731368;0;0;
ip-10-0-9-170;3582;3602;0.62240201234818;193769;0.62499994039536;21.600001831694;0.63001197576523;0;1737731369;0;0;563757;0;0;78.400011288409;124.99998939992;0.62240201234818;0;1737731368;0;0;
ip-10-0-9-170;3582;3611;0.61012798547745;193768;0.61499983072281;26.016266029527;0.62972098588943;0;1737731369;0;0;564047;0;0;73.983764377221;122.9999737998;0.61012798547745;0;1737731368;0;0;
ip-10-0-9-170;3582;3601;0.62019401788712;193765;0.62499982118607;16.000002835223;0.63004100322723;0;1737731369;0;0;563724;0;0;84.000023724989;124.99997659982;0.62019401788712;0;1737731368;0;0;
ip-10-0-9-170;3582;3606;0.61016100645065;193769;0.61499977111816;30.894318088514;0.62988299131393;0;1737731369;0;0;563886;0;0;69.105723212635;122.9999609997;0.61016100645065;0;1737731368;0;0;
ip-10-0-9-170;3582;3613;0.61037302017212;193771;0.61499989032745;30.081303927581;0.62966197729111;0;1737731369;0;0;564109;0;0;69.918711682299;122.9999865999;0.61037302017212;0;1737731368;0;0;
ip-10-0-9-170;3582;3582;0.62503999471664;195122;0.62999975681305;20.634927540998;0.63769900798798;0;1737731369;0;0;557423;0;0;79.365111824401;125.99995879968;0.62503999471664;0;1737731368;0;0;
ip-10-0-9-170;3582;3603;0.62011402845383;193768;0.62499976158142;31.200008395588;0.62997800111771;0;1737731369;0;0;563790;0;0;68.800027924706;124.99996379972;0.62011402845383;0;1737731368;0;0;
ip-10-0-9-170;3582;3610;0.61005902290344;193768;0.61500000953674;23.577233108579;0.62975299358368;0;1737731369;0;0;564015;0;0;76.422771119096;123.0000122001;0.61005902290344;0;1737731368;0;0;
ip-10-0-9-170;3582;3607;0.61213898658752;193770;0.61499983072281;20.325207581501;0.62985402345657;0;1737731369;0;0;563916;0;0;79.674821524424;122.9999737998;0.61213898658752;0;1737731368;0;0;
ip-10-0-9-170;3582;3612;0.61159497499466;193770;0.61499977111816;23.577242922921;0.62969100475311;0;1737731369;0;0;564079;0;0;76.422788947256;122.9999609997;0.61159497499466;0;1737731368;0;0;
ip-10-0-9-170;3582;3609;0.61010497808456;193769;0.61499983072281;22.764232328678;0.62978500127792;0;1737731369;0;0;563984;0;0;77.235806208216;122.9999737998;0.61010497808456;0;1737731368;0;0;
