group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;LLLS;LDUR,LDUR,LDR,STUR,;488,496,3152,488,;0x401f2c,0x401f30,0x401f34,0x401f5c,;Success;16;Success;64;40;24;2680;40;1;
