Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;478028;2.3349976539612;23.405407697119;2.4495470523834;0;1737550351;0;0;28481;0;0.20270272789415;76.378382533498;7399.9990803445;0;0.013513515192943;1737550349;0;0;
jf;_ALL;_ALL;0;478028;2.3349976539612;23.405407697119;2.4495470523834;0;1737550351;0;0;28481;0;0.20270272789415;76.378382533498;7399.9990803445;0;0.013513515192943;1737550349;0;0;
jf;435156;_ALL;0;478028;2.3349976539612;23.405407697119;2.4495470523834;0;1737550351;0;0;28481;0;0.20270272789415;76.378382533498;7399.9990803445;0;0.013513515192943;1737550349;0;0;
jf;435156;435180;2.3164598941803;477352;2.2950000762939;27.01524802348;2.4466290473938;0;1737550351;0;0;30723;0;0.21786492241644;72.766879287509;459.00000280383;2.1096498966217;0;1737550349;0;0;
jf;435156;435184;1.2747039794922;477352;2.2799997329712;21.929826962342;2.4464380741119;0;1737550351;0;0;30914;0;0.21929827489378;77.850881175027;455.99993911688;1.2747039794922;0;1737550349;0;0;
jf;435156;435178;2.3941419124603;477351;2.3150000572205;26.1339021257;2.4467170238495;0;1737550351;0;0;30634;0;0.21598270437901;73.650104788578;463.00003644976;1.3544409275055;0;1737550349;0;0;
jf;435156;435182;2.1241970062256;477351;2.3000004291534;23.695652039135;2.4465310573578;0;1737550351;0;0;30820;0;0.2173912687605;76.08692961166;460.0000753028;1.4521720409393;0;1737550349;0;0;
jf;435156;435186;2.3535799980164;477351;2.2999994754791;21.739135276933;2.4463469982147;0;1737550351;0;0;31004;0;0.21739134144952;78.043483482366;459.99992149282;2.3535799980164;0;1737550349;0;0;
jf;435156;435175;2.1276280879974;477351;2.3299989700317;23.175973749366;2.446839094162;0;1737550351;0;0;30512;0;0.21459237022387;76.609472817704;465.99979251674;2.1276280879974;0;1737550349;0;0;
jf;435156;435173;2.0194449424744;477352;2.32000041008;24.784479097262;2.446928024292;0;1737550351;0;0;30424;0;0.21551719077516;74.999969009423;464.00010894874;1.0465099811554;0;1737550349;0;0;
jf;435156;435177;2.3347890377045;477352;2.3199994564056;21.982762829766;2.4467611312866;0;1737550351;0;0;30591;0;0.21551728603005;77.801735595311;463.99990386876;2.3347890377045;0;1737550349;0;0;
jf;435156;435179;2.335951089859;477352;2.3299999237061;22.532189559086;2.4466769695282;0;1737550351;0;0;30675;0;0.21459227578482;77.253218251084;465.99999759672;2.335951089859;0;1737550349;0;0;
jf;435156;435185;1.6445429325104;477354;2.3199989795685;23.491387987474;2.4463970661163;0;1737550351;0;0;30957;0;0.21551733365753;76.077612652048;463.99980132877;1.6445429325104;0.21551733365753;1737550349;0;0;
jf;435156;435187;2.3602349758148;477355;2.30499958992;22.776573673433;2.4463059902191;0;1737550351;0;0;31049;0;0.2169197666481;77.006514466592;460.9999427218;1.9963910579681;0;1737550349;0;0;
jf;435156;435181;2.3218619823456;477351;2.289999961853;21.397380948383;2.4465780258179;0;1737550351;0;0;30773;0;0.21834062013747;78.384280792782;457.99998157485;1.6183369159698;0;1737550349;0;0;
jf;435156;435156;2.3322649002075;478028;2.3300001621246;24.463515200781;2.4495470523834;0;1737550351;0;0;28481;0;0.21459225217507;75.321881029175;466.00004886671;2.1770370006561;0;1737550349;0;0;
jf;435156;435183;2.3571162223816;477355;2.3149998188019;25.053992935343;2.446485042572;0;1737550351;0;0;30870;0;0.21598272829571;74.730024422872;462.99998517977;1.2151000499725;0;1737550349;0;0;
jf;435156;435174;2.3292980194092;477355;2.3149998188019;21.166306853913;2.4468870162964;0;1737550351;0;0;30468;0;0;78.833686571237;462.99998517977;1.0497159957886;0;1737550349;0;0;
jf;435156;435176;0.89109301567078;477351;2.3349976539612;23.126361963425;2.4467990398407;0;1737550351;0;0;30552;0;0.21413296525944;76.659588697338;466.99955739576;0.79117101430893;0;1737550349;0;0;
