ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 5;BSM;random.tcc:3370-3370,BSM_32.cxx:106-109,BSM_32.cxx:112-113,BSM_32.cxx:122-127;main._omp_fn.0;InBetween;7.6699991226196;7.4476184844971;29.916118621826;1.63;1.00;1.00;6.50;1;34.78;70.38;6.50;4.00;6.50;6.50;1.00
Loop 12;BSM;cmath:443-443;main._omp_fn.0;InBetween;4.0799994468689;3.9713966846466;15.952585220337;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loop 11;BSM;random.tcc:1832-1834,random.tcc:3367-3371;main._omp_fn.0;Innermost;2.5949995517731;2.4483609199524;9.8347482681274;1.00;1.00;3.33;1.48;3;0.00;31.16;3.33;3.33;3.33;1.00;2.25
Loop 10;BSM;random.h:2238-2238,random.tcc:1820-1823,random.tcc:1842-1842,BSM_32.cxx:112-116;main._omp_fn.0;Innermost;1.3599997758865;1.2491893768311;5.0178318023682;1.29;1.71;1.64;4.50;1;35.71;31.70;4.50;3.50;2.63;2.75;1.00
Loop 16;BSM;random.tcc:459-469;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()();Single;0.95499986410141;0.89281386137009;3.5863177776337;1.00;1.00;1.23;4.75;1;0.00;54.55;2.38;2.38;2.38;1.94;0.50
Loop 15;BSM;random.tcc:412-417;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand();Single;0.75999993085861;0.70024621486664;2.8127982616425;1.00;1.00;1.00;2.00;1;100.00;100.00;2.00;2.00;2.00;2.00;1.00
Loop 13;BSM;random.tcc:1834-1839,random.tcc:3367-3367,random.tcc:3371-3371,cmath:327-327,cmath:443-443;main._omp_fn.0;InBetween;0.58499997854233;0.48767152428627;1.9589133262634;1.46;1.71;1.02;1.46;1;0.00;28.94;5.13;3.50;3.00;5.00;3.50
Loop 6;BSM;BSM_32.cxx:113-113;main._omp_fn.0;InBetween;0.39999994635582;0.38013365864754;1.5269477367401;1.00;1.00;8.00;6.00;1;50.00;12.50;1.00;1.00;1.00;0.13;0.17
Loop 14;BSM;random.tcc:404-409;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand();Single;0.37500002980232;0.33011609315872;1.3260335922241;1.00;1.00;1.00;2.00;1;100.00;100.00;2.00;2.00;2.00;2.00;1.00
