ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 4;BSM;;main._omp_fn.0;InBetween;6.0349974632263;5.6586718559265;56.757015228271;3.50;2.07;11.01;4.94;1;0.00;20.11;14.00;4.00;6.77;1.27;2.83
Loop 7;BSM;;main._omp_fn.0;InBetween;2.6199994087219;2.399393081665;24.066139221191;1.00;3.95;4.00;1.00;1;5.88;25.18;13.50;13.50;3.42;3.38;13.50
Loop 13;BSM;;double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&);Innermost;0.64499986171722;0.52409398555756;5.256712436676;2.54;2.08;6.25;2.73;2;0.00;21.67;5.92;2.33;2.85;0.95;2.17
Loop 5;BSM;;main._omp_fn.0;Innermost;0.39999994635582;0.33386489748955;3.3486964702606;1.67;1.85;4.00;2.50;1;7.69;26.92;5.00;3.00;2.71;1.25;2.00
Loop 12;BSM;;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand();Single;0.034999996423721;0.020565306767821;0.20627197623253;1.00;1.00;1.00;2.25;1;100.00;100.00;2.25;2.25;2.25;2.25;1.00
Loop 11;BSM;;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand();Single;0.03999999165535;0.019279975444078;0.19337998330593;1.00;1.00;1.00;2.25;1;100.00;100.00;2.25;2.25;2.25;2.25;1.00
Loop 14;BSM;;double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&);Outermost;0.0099999979138374;0.00096399884205312;0.0096689993515611;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
