group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;LLLS;LDUR,LDUR,LDR,STUR,;488,496,3152,488,;0x401fac,0x401fb0,0x401fb4,0x401fd8,;Success;16;Success;64;40;24;2680;40;1;
