node;proc_name;architecture_code;uarchitecture_code;architecture;uarchitecture;cpui_model_name;cpui_cache_size;cpui_cpu_cores;max_frequency;cur_frequency;driver_frequency;scaling_governor;huge_pages;os_version;pids;
jf;AMD_fam19h_mod44h;2;37;x86_64;ZEN_V3;AMD Ryzen 7 6800H with Radeon Graphics;512 KB;8;4785000;400000;amd-pstate-epp;performance;madvise;Linux 6.8.0-51-generic #52-Ubuntu SMP PREEMPT_DYNAMIC Thu Dec  5 13:09:44 UTC 2024;212041;
