Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;373648;0.049999989569187;0.66225165562914;0.055116999894381;0;1737467219;0;0;318531;0;54.966887417219;44.370860927152;151;0;0;1737467219;0;0;
jf;_ALL;_ALL;0;373648;0.049999989569187;0.66225165562914;0.055116999894381;0;1737467219;0;0;318531;0;54.966887417219;44.370860927152;151;0;0;1737467219;0;0;
jf;212041;_ALL;0;373648;0.049999989569187;0.66225165562914;0.055116999894381;0;1737467219;0;0;318531;0;54.966887417219;44.370860927152;151;0;0;1737467219;0;0;
jf;212041;212063;0.044936001300812;373397;0.049999989569187;10;0.052847001701593;0;1737467219;0;0;320550;0;50;40;10;0.044936001300812;0;1737467219;0;0;
jf;212041;212065;0.044945999979973;373398;0.049999989569187;0;0.052751000970602;0;1737467219;0;0;320647;0;60;40;10;0.044945999979973;0;1737467219;0;0;
jf;212041;212067;0.044962000101805;373397;0.049999989569187;0;0.052661001682281;0;1737467219;0;0;320736;0;50;50;10;0.044962000101805;0;1737467219;0;0;
jf;212041;212069;0.044946998357773;373397;0.049999989569187;0;0.05256899818778;0;1737467219;0;0;320828;0;50;50;10;0.044946998357773;0;1737467219;0;0;
jf;212041;212071;0.044945999979973;373397;0.049999989569187;0;0.05247500166297;0;1737467219;0;0;320922;0;50;50;10;0.044945999979973;0;1737467219;0;0;
jf;212041;212041;0.032421998679638;373648;0.03999999165535;0;0.055116999894381;0;1737467219;0;0;318531;0;37.5;62.5;8;0.032421998679638;0;1737467219;0;0;
jf;212041;212062;0.044945999979973;373397;0.049999989569187;0;0.052889000624418;0;1737467219;0;0;320508;0;60;40;10;0.044945999979973;0;1737467219;0;0;
jf;212041;212059;0.044978000223637;373398;0.049999989569187;0;0.053011000156403;0;1737467219;0;0;320387;0;60;40;10;0.044978000223637;0;1737467219;0;0;
jf;212041;212068;0.040220998227596;373396;0.044999990612268;0;0.052611999213696;0;1737467219;0;0;320784;0;66.666666666667;33.333333333333;9;0.040220998227596;0;1737467219;0;0;
jf;212041;212064;0.020279999822378;373397;0.034999992698431;0;0.052797000855207;0;1737467219;0;0;320600;0;42.857142857143;57.142857142857;7;0.020279999822378;0;1737467219;0;0;
jf;212041;212072;0.039942000061274;373398;0.044999990612268;0;0.052427001297474;0;1737467219;0;0;320971;0;55.555555555556;44.444444444444;9;0.039942000061274;0;1737467219;0;0;
jf;212041;212070;0.039951998740435;373398;0.044999990612268;0;0.052526999264956;0;1737467219;0;0;320871;0;55.555555555556;44.444444444444;9;0.039951998740435;0;1737467219;0;0;
jf;212041;212066;0.044945999979973;373397;0.049999989569187;0;0.052703998982906;0;1737467219;0;0;320693;0;60;40;10;0.044945999979973;0;1737467219;0;0;
jf;212041;212058;0.044950000941753;373396;0.049999989569187;0;0.053056001663208;0;1737467219;0;0;320340;0;70;30;10;0.044950000941753;0;1737467219;0;0;
jf;212041;212060;0.039953999221325;373396;0.044999990612268;0;0.052967000752687;0;1737467219;0;0;320429;0;55.555555555556;44.444444444444;9;0.039953999221325;0;1737467219;0;0;
jf;212041;212061;0.044941000640392;373397;0.049999989569187;0;0.052930001169443;0;1737467219;0;0;320467;0;50;50;10;0.044941000640392;0;1737467219;0;0;
