block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
127;BSM;BSM_32.cxx:106-106,BSM_32.cxx:124-127;26.030555725098;0.18351547420025;0.1349999755621;0.17562498152256;0.22999995946884;4.6410722732544;0.031351495534182;16;;
119;BSM;cmath:443-443;17.276510238647;0.12179943919182;0.084999993443489;0.11656248569489;0.17999997735023;3.2505643367767;0.022636158391833;16;;
112;BSM;random.tcc:3367-3371;3.7517352104187;0.026449743658304;0.0099999979138374;0.025312496349216;0.044999994337559;1.4102470874786;0.009741447865963;16;;
175;BSM;random.tcc:462-469;3.1032869815826;0.021878179162741;0.00999999884516;0.022333329543471;0.049999989569187;1.6080799102783;0.010668152943254;15;;
126;BSM;random.tcc:1842-1842,BSM_32.cxx:112-116;2.8253808021545;0.019918940961361;0.0049999989569187;0.019062496721745;0.044999994337559;1.8062657117844;0.012140667065978;16;;
171;BSM;random.tcc:412-417;2.5474743843079;0.017959700897336;0.0049999989569187;0.017187498509884;0.029999997466803;1.1964386701584;0.0081585831940174;16;;
103;BSM;random.tcc:3370-3370,BSM_32.cxx:108-113;2.4548392295837;0.017306622117758;0.00999999884516;0.018928568810225;0.024999996647239;0.85331481695175;0.0056085675023496;14;;
173;BSM;random.tcc:453-458;2.4085214138031;0.016980081796646;0.0049999989569187;0.017333330586553;0.034999992698431;1.4741377830505;0.010153581388295;15;;
104;BSM;BSM_32.cxx:106-106,BSM_32.cxx:112-112,BSM_32.cxx:122-124;2.0842974185944;0.014694302342832;0.00999999884516;0.017307689413428;0.029999995604157;0.98047757148743;0.0066506206057966;13;;
116;BSM;random.tcc:1834-1834;1.6674379110336;0.01175544038415;0.0049999989569187;0.013846151530743;0.029999995604157;1.2218014001846;0.0082041248679161;13;;
106;BSM;random.h:2238-2238,random.tcc:1820-1820;1.5748023986816;0.011102360673249;0.0049999989569187;0.013076920993626;0.034999992698431;1.4268090724945;0.009690728969872;13;;
115;BSM;random.tcc:1832-1834,random.tcc:3371-3371;1.5748023986816;0.011102360673249;0.0049999989569187;0.010624998249114;0.01999999769032;0.71296864748001;0.004787134937942;16;;
169;BSM;random.tcc:404-409;1.2505784034729;0.0088165802881122;0.0049999989569187;0.009642856195569;0.01999999769032;0.92395210266113;0.0060333316214383;14;;
105;BSM;BSM_32.cxx:113-113;1.2505784034729;0.0088165802881122;0.0049999989569187;0.009642856195569;0.01999999769032;0.81273818016052;0.0053580575622618;14;;
117;BSM;cmath:327-327;0.74108350276947;0.005224640481174;0.0049999989569187;0.0088888872414827;0.014999997802079;0.59632360935211;0.0041666659526527;9;;
109;BSM;random.tcc:3367-3367;0.60213035345078;0.0042450204491615;0.0049999989569187;0.0064999992027879;0.014999998733401;0.50628530979156;0.0033747425768524;10;;
113;BSM;random.tcc:1832-1832,random.tcc:3367-3371;0.60213035345078;0.0042450204491615;0.0049999989569187;0.0064999992027879;0.0099999997764826;0.35743162035942;0.0024152293335646;10;;
108;BSM;random.tcc:3367-3371;0.50949490070343;0.0035919402725995;0.0049999989569187;0.006111110560596;0.00999999884516;0.34692451357841;0.002204792574048;9;;
110;BSM;random.tcc:3367-3371;0.46317720413208;0.0032654004171491;0.0049999989569187;0.0071428562514484;0.00999999884516;0.39455506205559;0.0026726122014225;7;;
122;BSM;random.tcc:1837-1839;0.41685947775841;0.0029388600960374;0.00499999942258;0.0074999989010394;0.00999999884516;0.42163556814194;0.0027386122383177;6;;
118;BSM;random.tcc:1836-1836,cmath:443-443;0.32422402501106;0.002285780152306;0.0049999989569187;0.006999998819083;0.014999997802079;0.67057186365128;0.004472135566175;5;;
107;BSM;random.tcc:1822-1823;0.27790629863739;0.0019592400640249;0.0049999989569187;0.00499999942258;0.0049999998882413;0.023055033758283;3.6069969233665e-10;6;;
