Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;33618;0;nan;0.010576999746263;nan;1737555429;nan;nan;23041;nan;nan;nan;0;0;nan;1737555429;nan;nan;
ip-10-0-9-63;_ALL;_ALL;0;33618;0;nan;0.010576999746263;nan;1737555429;nan;nan;23041;nan;nan;nan;0;0;nan;1737555429;nan;nan;
