block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
127;BSM;BSM_32.cxx:106-106,BSM_32.cxx:124-127;25.837562561035;6.43226146698;6.2999997138977;6.4299993515015;6.574999332428;0.53542333841324;0.13335408270359;4;;
119;BSM;cmath:443-443;15.952585220337;3.9713966846466;3.8249998092651;3.9699995517731;4.0799994468689;0.45523676276207;0.11291569471359;4;;
112;BSM;random.tcc:3367-3371;3.8525292873383;0.95908731222153;0.88499999046326;0.9587499499321;1.0149998664856;0.22484289109707;0.055883005261421;4;;
175;BSM;random.tcc:462-469;3.5812950134277;0.89156353473663;0.8299999833107;0.89124989509583;0.95499986410141;0.20596444606781;0.051214370876551;4;;
126;BSM;random.tcc:1842-1842,BSM_32.cxx:112-116;3.013712644577;0.75026386976242;0.68999993801117;0.74999994039536;0.85999989509583;0.30292820930481;0.075166448950768;4;;
171;BSM;random.tcc:412-417;2.8127982616425;0.70024621486664;0.64999985694885;0.69999992847443;0.75999993085861;0.22358958423138;0.055827144533396;4;;
173;BSM;random.tcc:453-458;2.1548044681549;0.5364385843277;0.4449999332428;0.53624993562698;0.57999992370605;0.24822817742825;0.0616948120296;4;;
104;BSM;BSM_32.cxx:106-106,BSM_32.cxx:112-112,BSM_32.cxx:122-124;2.0443017482758;0.50892895460129;0.45999994874001;0.50874996185303;0.54000002145767;0.13931523263454;0.034731134772301;4;;
103;BSM;random.tcc:3370-3370,BSM_32.cxx:108-113;2.0342557430267;0.50642800331116;0.43499994277954;0.50624996423721;0.5699999332428;0.22443419694901;0.055883057415485;4;;
115;BSM;random.tcc:1832-1834,random.tcc:3371-3371;1.883570432663;0.46891492605209;0.45499995350838;0.46874994039536;0.47999995946884;0.044481072574854;0.011086792685091;4;;
116;BSM;random.tcc:1834-1834;1.7178162336349;0.42765039205551;0.37000000476837;0.4274999499321;0.47499993443489;0.17453044652939;0.043301239609718;4;;
106;BSM;random.h:2238-2238,random.tcc:1820-1820;1.5621076822281;0.38888674974442;0.36500000953674;0.38874998688698;0.42499995231628;0.11057712137699;0.027499981224537;4;;
105;BSM;BSM_32.cxx:113-113;1.5269477367401;0.38013365864754;0.3649999499321;0.37999993562698;0.39999994635582;0.058805476874113;0.014719600789249;4;;
169;BSM;random.tcc:404-409;1.3260335922241;0.33011609315872;0.27499997615814;0.3299999833107;0.37500002980232;0.17239744961262;0.043011650443077;4;;
109;BSM;random.tcc:3367-3367;1.1200965642929;0.27884805202484;0.21999998390675;0.27875000238419;0.34999999403954;0.24763698875904;0.061694823205471;4;;
117;BSM;cmath:327-327;0.71324527263641;0.17756243050098;0.1349999755621;0.17749997973442;0.22999997437;0.15760216116905;0.039264060556889;4;;
113;BSM;random.tcc:1832-1832,random.tcc:3367-3371;0.70319956541061;0.17506155371666;0.11999998241663;0.17499996721745;0.2149999588728;0.16492223739624;0.041028436273336;4;;
110;BSM;random.tcc:3367-3371;0.55753684043884;0.13879880309105;0.13500000536442;0.13874998688698;0.14000000059605;0.010102310217917;0.0024999927263707;4;;
122;BSM;random.tcc:1837-1839;0.5073082447052;0.12629440426826;0.084999985992908;0.12624998390675;0.15499997138977;0.12083554267883;0.030103981494904;4;;
118;BSM;random.tcc:1836-1836,cmath:443-443;0.49726256728172;0.12379352748394;0.079999983310699;0.12374998629093;0.16499999165535;0.18064193427563;0.044976841658354;4;;
107;BSM;random.tcc:1822-1823;0.44201117753983;0.11003869771957;0.079999998211861;0.10999998450279;0.12999998033047;0.091363713145256;0.02273029461503;4;;
108;BSM;random.tcc:3367-3371;0.24109700322151;0.060021102428436;0.029999995604157;0.059999994933605;0.10999999195337;0.13930153846741;0.034641016274691;4;;
172;BSM;random.tcc:420-425;0.030137125402689;0.0075026378035545;0.00499999942258;0.0074999993667006;0.014999998733401;0.020093098282814;0.00499999942258;4;;
170;BSM;random.tcc:404-417;0.020091418176889;0.0050017586909235;0.00499999942258;0.0066666658967733;0.00999999884516;0.011610855348408;0.0028867509681731;3;;
168;BSM;random.tcc:406-409;0.0050228545442224;0.0012504396727309;0.00499999942258;0.00499999942258;0.00499999942258;0;0;1;;
176;BSM;random.tcc:462-462;0.0050228545442224;0.0012504396727309;0.00499999942258;0.00499999942258;0.00499999942258;0;0;1;;
